datetime,portfolio_value,cash,return
2023-09-01 09:30:00-04:00,100000.0,100000.0,
2023-09-02 09:30:00-04:00,100000.0,100000.0,0.0
2023-09-05 09:30:00-04:00,100000.0,100000.0,0.0
2023-09-06 09:30:00-04:00,100000.0,100000.0,0.0
2023-09-07 09:30:00-04:00,100000.0,100000.0,0.0
2023-09-08 09:30:00-04:00,100000.0,100000.0,0.0
2023-09-09 09:30:00-04:00,100000.0,149828.79931640625,0.0
2023-09-11 09:30:00-04:00,99625.92041015625,149828.79931640625,-0.0037407958984374545
2023-09-12 09:30:00-04:00,99770.39794921875,149828.79931640625,0.0014502002939364989
2023-09-13 09:30:00-04:00,99852.1591796875,149828.79931640625,0.0008194938794408024
2023-09-14 09:30:00-04:00,99532.95849609375,149828.79931640625,-0.003196732912097988
2023-09-15 09:30:00-04:00,99749.11767578125,149828.79931640625,0.0021717346992753406
2023-09-16 09:30:00-04:00,99749.11767578125,149828.79931640625,0.0
2023-09-18 09:30:00-04:00,100029.90468359375,149651.50331640625,0.002814932245567947
2023-09-19 09:30:00-04:00,100071.34413671875,149651.50331640625,0.00041427064492438603
2023-09-20 09:30:00-04:00,99922.38222265625,149651.50331640625,-0.001488557142382163
2023-09-21 09:30:00-04:00,100853.10194921875,149651.50331640625,0.009314426916770202
2023-09-22 09:30:00-04:00,101217.10194921875,149651.50331640625,0.0036092097611759577
2023-09-23 09:30:00-04:00,101217.10194921875,149651.50331640625,0.0
2023-09-25 09:30:00-04:00,101584.4618125,149651.50331640625,0.0036294248324315603
2023-09-26 09:30:00-04:00,101593.4237265625,149651.50331640625,8.822130769403635e-05
2023-09-27 09:30:00-04:00,101817.4237265625,149651.50331640625,0.002204867124105281
2023-09-28 09:30:00-04:00,101997.7420859375,149651.50331640625,0.0017709970727530777
2023-09-29 09:30:00-04:00,101304.4618125,149651.50331640625,-0.006797015887404445
2023-09-30 09:30:00-04:00,101304.4618125,149651.50331640625,0.0
2023-10-02 09:30:00-04:00,101870.06386328125,149651.50331640625,0.005583189927291565
2023-10-03 09:30:00-04:00,102044.78358984375,149651.50331640625,0.00171512336339541
2023-10-04 09:30:00-04:00,102379.66249609375,149651.50331640625,0.003281685691999714
2023-10-05 09:30:00-04:00,102123.18495703125,149651.50331640625,-0.002505161013519497
2023-10-06 09:30:00-04:00,102390.8631796875,149651.50331640625,0.0026211307723009725
2023-10-07 09:30:00-04:00,102390.8631796875,149651.50331640625,0.0
2023-10-09 09:30:00-04:00,101762.5448203125,149651.50331640625,-0.0061364690155248924
2023-10-10 09:30:00-04:00,101162.22304296875,149651.50331640625,-0.005899241006637301
2023-10-11 09:30:00-04:00,100859.82167578125,149651.50331640625,-0.00298927166773566
2023-10-12 09:30:00-04:00,100713.10194921875,149651.50331640625,-0.0014546895297330442
2023-10-13 09:30:00-04:00,100907.9842734375,149651.50331640625,0.0019350245444431646
2023-10-14 09:30:00-04:00,100907.9842734375,149651.50331640625,0.0
2023-10-16 09:30:00-04:00,101063.66249609375,149651.50331640625,0.001542774080536491
2023-10-17 09:30:00-04:00,101176.78358984375,149651.50331640625,0.0011193053067355407
2023-10-18 09:30:00-04:00,101022.22304296875,149651.50331640625,-0.0015276285862334538
2023-10-19 09:30:00-04:00,101385.10194921875,149651.50331640625,0.003592070094276645
2023-10-20 09:30:00-04:00,101941.7420859375,149651.50331640625,0.005490354361901817
2023-10-21 09:30:00-04:00,101941.7420859375,149651.50331640625,0.0
2023-10-23 09:30:00-04:00,102655.18495703125,149651.50331640625,0.006998535207416001
2023-10-24 09:30:00-04:00,102314.704,149651.50331640625,-0.003316743885598772
2023-10-25 09:30:00-04:00,102399.82167578125,149651.50331640625,0.000831920266135544
2023-10-26 09:30:00-04:00,103009.10194921875,149651.50331640625,0.005950013031922996
2023-10-27 09:30:00-04:00,103262.22304296875,149651.50331640625,0.0024572692020436993
2023-10-28 09:30:00-04:00,103262.22304296875,149651.50331640625,0.0
2023-10-30 09:30:00-04:00,103332.78358984375,149651.50331640625,0.0006833142343414256
2023-10-31 09:30:00-04:00,103039.34413671875,149651.50331640625,-0.002839751750903563
2023-11-01 09:30:00-04:00,102701.10194921875,149651.50331640625,-0.0032826508197800752
2023-11-02 09:30:00-04:00,101874.5448203125,149651.50331640625,-0.00804818169638477
2023-11-03 09:30:00-04:00,99991.81676245117,224303.00096655273,-0.01848084878496492
2023-11-04 09:30:00-04:00,99991.81676245117,224303.00096655273,0.0
2023-11-06 09:30:00-05:00,99323.11061621094,224303.00096655273,-0.006687608725310712
2023-11-07 09:30:00-05:00,99259.97026586914,224303.00096655273,-0.000635706533455016
2023-11-08 09:30:00-05:00,98726.1544699707,224303.00096655273,-0.005377956435697162
2023-11-09 09:30:00-05:00,98473.59306860351,224303.00096655273,-0.0025582015497627175
2023-11-10 09:30:00-05:00,99176.73781347656,224303.00096655273,0.007140439613929628
2023-11-11 09:30:00-05:00,99176.73781347656,224303.00096655273,0.0
2023-11-13 09:30:00-05:00,98243.98781347656,224303.00096655273,-0.009404927209384906
2023-11-14 09:30:00-05:00,94401.20979833987,336306.65376806643,-0.03911463796067083
2023-11-15 09:30:00-05:00,92732.21661138919,257922.58123541262,-0.017679785995497244
2023-11-16 09:30:00-05:00,93058.84078741458,257922.58123541262,0.003522229791984355
2023-11-17 09:30:00-05:00,93351.5776343384,-35867.29956292722,0.00314571774639405
2023-11-18 09:30:00-05:00,93351.5776343384,-35867.29956292722,0.0
2023-11-20 09:30:00-05:00,93434.81008673098,-35867.29956292722,0.000891601990044677
2023-11-21 09:30:00-05:00,94195.358335022,-35867.29956292722,0.00813988113835773
2023-11-22 09:30:00-05:00,94711.96359014895,-35867.29956292722,0.005484402461632509
2023-11-23 09:30:00-05:00,94711.96359014895,-35867.29956292722,0.0
2023-11-24 09:30:00-05:00,94737.79253912356,-35867.29956292722,0.00027271052141175645
2023-11-25 09:30:00-05:00,94737.79253912356,-35867.29956292722,0.0
2023-11-27 09:30:00-05:00,94617.2486853638,-35867.29956292722,-0.001272394580124736
2023-11-28 09:30:00-05:00,94453.65658331302,-35867.29956292722,-0.0017289881530457851
2023-11-29 09:30:00-05:00,95334.7486853638,-35867.29956292722,0.009328300607119644
2023-11-30 09:30:00-05:00,94855.46359014895,-35867.29956292722,-0.005027391395310055
2023-12-01 09:30:00-05:00,94938.68728399661,-35867.29956292722,0.0008773737505227697
2023-12-02 09:30:00-05:00,94938.68728399661,-35867.29956292722,0.0
2023-12-04 09:30:00-05:00,94889.90218878177,-35867.29956292722,-0.0005138589610883537
2023-12-05 09:30:00-05:00,94792.32323980716,-35867.29956292722,-0.0010283385979308335
2023-12-06 09:30:00-05:00,95811.16973638919,-35867.29956292722,0.010748196285943257
2023-12-07 09:30:00-05:00,95265.87148809817,-35867.29956292722,-0.00569138493759469
2023-12-08 09:30:00-05:00,95423.7179846802,-35867.29956292722,0.0016569049767392041
2023-12-09 09:30:00-05:00,95423.7179846802,-35867.29956292722,0.0
2023-12-11 09:30:00-05:00,96063.73113775637,-35867.29956292722,0.0067070657756065355
2023-12-12 09:30:00-05:00,96620.51183843997,-35867.29956292722,0.005795951230388452
2023-12-13 09:30:00-05:00,97441.3276343384,-35867.29956292722,0.008495254064384783
2023-12-14 09:30:00-05:00,99740.20043707278,-35867.29956292722,0.023592379727841895
2023-12-15 09:30:00-05:00,98876.3276343384,-35867.29956292722,-0.008661229864676323
2023-12-16 09:30:00-05:00,98876.3276343384,-35867.29956292722,0.0
2023-12-18 09:30:00-05:00,99850.98559014895,-35320.27756292722,0.00985734380644665
2023-12-19 09:30:00-05:00,100295.83208673098,-35320.27756292722,0.004455103712325492
2023-12-20 09:30:00-05:00,100706.2399846802,-35320.27756292722,0.004091973608577382
2023-12-21 09:30:00-05:00,99951.42858331301,-35320.27756292722,-0.007495180055198336
2023-12-22 09:30:00-05:00,100677.53823297122,-35320.27756292722,0.007264625027875171
2023-12-23 09:30:00-05:00,100677.53823297122,-35320.27756292722,0.0
2023-12-26 09:30:00-05:00,100737.81453912356,-35320.27756292722,0.0005987065954360382
2023-12-27 09:30:00-05:00,101131.00313775637,-35320.27756292722,0.003903088432398949
2023-12-28 09:30:00-05:00,101544.28383843997,-35320.27756292722,0.004086587573156386
2023-12-29 09:30:00-05:00,101432.3496343384,-35320.27756292722,-0.0011023191052256243
2023-12-30 09:30:00-05:00,101432.3496343384,-35320.27756292722,0.0
